endereco;descricao;area_m2;quartos;banheiros;vagas_garagem;valor_imovel;valor_condominio;valor_iptu;link;bairro;cidade
Rua Quirino;[ FRAGATA IMOBILIÁRIA 17 07 2023 ]  CONDOMÍNIO VERDE VIDA - no Inácio Barbosa - Por trás do Ferreira Costa - próximo à ponte do Orlando Dantas  Apartamento com 65 m², com 3 quartos, sendo 1 suíte, sala (com o painel), varanda com sombra, banheiro social, cozinha (com armários planejados, cooktop e forno), área se serviço e 1 vaga de garagem  Espelho grande na sala.  TERCEIRO ANDAR - SUL/LESTE  Condomínio com salão de festas, 3 churrasqueira, piscina, parque infantil, quadra de esportes, academia, horta espaço gourmet, brinquedoteca e elevador.  Valor do imóvel R$ 240.000,00 Taxa de condomínio R$ 310,00  ACEITA FINANCIAMENTO  Temos Imóveis Novos e Usados em todos os bairros.  Entre em contato   FRAGATA IMOBILIÁRIA - CRECI 275 J  Terraços, Aquamarine, Smart, Atalaia, Pérolas, Zenith, Ocean Residence, Concept Tower, Atlantic Tower , Infinity, Horizonte, Serra Graciosa, Mirante, Vista do Atlântico, El Viso, Blue Mare, Verde Mare, Le Monde, Parque Arena, Rota do Sol, Maria Rezende, São Lourenço, Melício Machado, Fragata, Caminho dos ventos, Eduardo Fonseca, Ravines, Kenoa, Guilhermino Rezende, Reserva Aruanã, Alamedas do Sol, Costa Marina, Maikai, Thai, Damha, Atlantic Blue, Morada do rio, Aimoré, Gran Farol, Rebecca Milsten, Mar de Aruana, Porto Atlântico, Palmville, Ariovaldo Souza, Mauí, San Diego, Malui, Morada do Rio, Costa Paradiso. Via Farol, Luzes do Farol, Vitta, Altos do Farol, Elegance, Clube do Parque, Golden Gate, Portal do Farol, Felicitá Farol, Arte Viva, Belas Artes, Aquarela, Vila Maestria, Life Universitá, Vista Beira Mar, Hyde Park, Aloísio Campos, Aliete Vieira, Angra dos Reis, Monticello, Vivace, Grand Belize, Vilagio de Venezia, Illuminare, Farol Residence. Luzia, Alameda Gardem, Jardins, Supremo Jardins, Repleto, Elevato, Absoluto, Easy luzia, Spazio Acqua, Pérolas, Virtuosi, Lazuli, Ecovile, Ecoville, Encantos Mineiros, Padre Arnobio, Alta Vista, Porto das Águas, Moradas Adriático, Soberano, Triumph, Morada das Mangueiras, Solar do Ventos, Recanto dos Guarás, Parque das Violetas, José Nilton Machado, Suíssa, alphaville, Alameda Verdejar, Terras Brasilis, Pacifico Norte, Costa Dourada, Living Residence, Renaissance, Front Garden, Solar das Árvores, Piazza Bella, Avant Life, Campos Dourados, Singulare, Vita Plaza, Versatto, Gentil Barbosa, Ouro Negro, Ouro Verde, Garden Tower, Jardim de Londres, Mansão Roberto Constâncio Vieira, Le Provence, Prime Jardim Europa, 13 de Julho, Dubai, Jardins da França, Terraços Tramandaí, Florata, Costa Brava, Fontana Di Trevi, Garcia, Classique, Unique, Premiere, Living, Grand Park, Monet, Tivoli, Golden Tower, Metropolitan, Parque Bello, Buena Vista, Vale do Luar, Margarida Diniz, Mansão Terrazzo Verdetto, Portal do Garcia, Bourgogne,Vizcaya, Giardino, club Jardins. Life Jabotianal, Alpha Park, Encantos do Bosque, Vivendas, Canto Belo, Villa dos Mares, Verde Vida, Prestige, Bossa Nova, Regent Garden, Tropical Village, Parque das Serras, Mont Serrat, Parque Nascente;65;3;2;1;240007;310;0;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-inacio-barbosa-aracaju-se-65m2-id-2644750758/;Inácio Barbosa; Aracaju
Avenida Adélia Franco;[ FRAGATA IMOBILIÁRIA 17 07 2023 ]  CONDOMÍNIO PORTO DAS ÁGUAS - na Avenida Adélia Franco - próximo ao Supermercado Assaí  Apartamento TÉRREO, com 68 m², com 3 Quartos, sendo 1 suíte, sala, varanda, banheiro social, cozinha, área de serviço e 1 vaga de garagem.  NOROESTE/SOMBRA PROJETADA  Garagem próximo ao bloco.  Torre no início do condomínio  REABAIXAMENTO NO TETO  Condomínio com vagas para visitantes, piscina, salão de festas, parque infantil entre outros itens.  Valor do imóvel R$ 320.000,00 Taxa de condomínio R$ 350,00  ACEITA FINANCIAMENTO  Temos Imóveis Novos e Usados em todos os bairros.  Entre em contato   FRAGATA IMOBILIÁRIA - CRECI 275 J  Terraços, Aquamarine, Smart, Atalaia, Pérolas, Zenith, Ocean Residence, Concept Tower, Atlantic Tower , Infinity, Horizonte, Serra Graciosa, Mirante, Vista do Atlântico, El Viso, Blue Mare, Verde Mare, Le Monde, Parque Arena, Rota do Sol, Maria Rezende, São Lourenço, Melício Machado, Fragata, Caminho dos ventos, Eduardo Fonseca, Ravines, Kenoa, Guilhermino Rezende, Reserva Aruanã, Alamedas do Sol, Costa Marina, Maikai, Thai, Damha, Atlantic Blue, Morada do rio, Aimoré, Gran Farol, Rebecca Milsten, Mar de Aruana, Porto Atlântico, Palmville, Ariovaldo Souza, Mauí, San Diego, Malui, Morada do Rio, Costa Paradiso. Via Farol, Luzes do Farol, Vitta, Altos do Farol, Elegance, Clube do Parque, Golden Gate, Portal do Farol, Felicitá Farol, Arte Viva, Belas Artes, Aquarela, Vila Maestria, Life Universitá, Vista Beira Mar, Hyde Park, Aloísio Campos, Aliete Vieira, Angra dos Reis, Monticello, Vivace, Grand Belize, Vilagio de Venezia, Illuminare, Farol Residence. Luzia, Alameda Gardem, Jardins, Supremo Jardins, Repleto, Elevato, Absoluto, Easy luzia, Spazio Acqua, Pérolas, Virtuosi, Lazuli, Ecovile, Ecoville, Encantos Mineiros, Padre Arnobio, Alta Vista, Porto das Águas, Moradas Adriático, Soberano, Triumph, Morada das Mangueiras, Solar do Ventos, Recanto dos Guarás, Parque das Violetas, José Nilton Machado, Suíssa, alphaville, Alameda Verdejar, Terras Brasilis, Pacifico Norte, Costa Dourada, Living Residence, Renaissance, Front Garden, Solar das Árvores, Piazza Bella, Avant Life, Campos Dourados, Singulare, Vita Plaza, Versatto, Gentil Barbosa, Ouro Negro, Ouro Verde, Garden Tower, Jardim de Londres, Mansão Roberto Constâncio Vieira, Le Provence, Prime Jardim Europa, 13 de Julho, Dubai, Jardins da França, Terraços Tramandaí, Florata, Costa Brava, Fontana Di Trevi, Garcia, Classique, Unique, Premiere, Living, Grand Park, Monet, Tivoli, Golden Tower, Metropolitan, Parque Bello, Buena Vista, Vale do Luar, Margarida Diniz, Mansão Terrazzo Verdetto, Portal do Garcia, Bourgogne,Vizcaya, Giardino, club Jardins. Life Jabotianal, Alpha Park, Encantos do Bosque, Vivendas, Canto Belo, Villa dos Mares, Verde Vida, Prestige, Bossa Nova, Regent Garden, Tropical Village, Parque das Serras, Mont Serrat, Parque Nascente, Recanto da Natureza, Privillege, Prestige, Reserva Santa Lúcia, Portal das;68;3;2;1;320007;350;0;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-inacio-barbosa-aracaju-se-68m2-id-2644750754/;Inácio Barbosa; Aracaju
Rua C;[ FRAGATA IMOBILIÁRIA 17 07 2023 ]  CONDOMÍNIO MAR DE ARUANA 1 - na Aruana - próximo ao comércio local e a poucos minutos da praia.  Apartamento com 66 m², com 3 quartos, sendo 1 suíte, sala, varanda, banheiro social, cozinha, área de serviço e 1 vaga de garagem.  No PRIMEIRO ANDAR - Prédio com ELEVADOR  Posição Sul/Leste  100% sombra  100% reformado  Todo no porcelanato.  Área de lazer com piscina, quadra, parque infantil, salão de festas entre outros itens.  Valor do imóvel R$ 215.000,00 Taxa de condomínio R$ 325,00  PODE FINANCIAR.  Temos Imóveis Novos e Usados em todos os bairros.  Entre em contato   FRAGATA IMOBILIÁRIA - CRECI 275 J  . . . Terraços, Aquamarine, Smart, Atalaia, Pérolas, Zenith, Ocean Residence, Concept Tower, Atlantic Tower , Infinity, Horizonte, Serra Graciosa, Mirante, Vista do Atlântico, El Viso, Blue Mare, Verde Mare, Le Monde, Parque Arena, Rota do Sol, Maria Rezende, São Lourenço, Melício Machado, Fragata, Caminho dos ventos, Eduardo Fonseca, Ravines, Kenoa, Guilhermino Rezende, Reserva Aruanã, Alamedas do Sol, Costa Marina, Maikai, Thai, Damha, Atlantic Blue, Morada do rio, Aimoré, Gran Farol, Rebecca Milsten, Mar de Aruana, Porto Atlântico, Palmville, Ariovaldo Souza, Mauí, San Diego, Malui, Morada do Rio, Costa Paradiso. Via Farol, Luzes do Farol, Vitta, Altos do Farol, Elegance, Clube do Parque, Golden Gate, Portal do Farol, Felicitá Farol, Arte Viva, Belas Artes, Aquarela, Vila Maestria, Life Universitá, Vista Beira Mar, Hyde Park, Aloísio Campos, Aliete Vieira, Angra dos Reis, Monticello, Vivace, Grand Belize, Vilagio de Venezia, Illuminare, Farol Residence. Luzia, Alameda Gardem, Jardins, Supremo Jardins, Repleto, Elevato, Absoluto, Easy luzia, Spazio Acqua, Pérolas, Virtuosi, Lazuli, Ecovile, Ecoville, Encantos Mineiros, Padre Arnobio, Alta Vista, Porto das Águas, Moradas Adriático, Soberano, Triumph, Morada das Mangueiras, Solar do Ventos, Recanto dos Guarás, Parque das Violetas, José Nilton Machado, Suíssa, alphaville, Alameda Verdejar, Terras Brasilis, Pacifico Norte, Costa Dourada, Living Residence, Renaissance, Front Garden, Solar das Árvores, Piazza Bella, Avant Life, Campos Dourados, Singulare, Vita Plaza, Versatto, Gentil Barbosa, Ouro Negro, Ouro Verde, Garden Tower, Jardim de Londres, Mansão Roberto Constâncio Vieira, Le Provence, Prime Jardim Europa, 13 de Julho, Dubai, Jardins da França, Terraços Tramandaí, Florata, Costa Brava, Fontana Di Trevi, Garcia, Classique, Unique, Premiere, Living, Grand Park, Monet, Tivoli, Golden Tower, Metropolitan, Parque Bello, Buena Vista, Vale do Luar, Margarida Diniz, Mansão Terrazzo Verdetto, Portal do Garcia, Bourgogne,Vizcaya, Giardino, club Jardins. Life Jabotianal, Alpha Park, Encantos do Bosque, Vivendas, Canto Belo, Villa dos Mares, Verde Vida, Prestige, Bossa Nova, Regent Garden, Tropical Village, Parque das Serras, Mont Serrat, Parque Nascente, Recanto da Natureza, Privillege, Prestige, Reserva Santa Lúcia, Portal das Fl;66;3;2;1;215007;325;0;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-aruana-aracaju-se-66m2-id-2644748894/;Aruana; Aracaju
Avenida José Vicente de Almeida;[ FRAGATA IMOBILIÁRIA 17 07 2023 ]  CONDOMÍNIO MELÍCIO MACHADO - na Aruana  Excelente casa TÉRREA, com 346 m² de terreno e 200 m² de área construída.  Com 3 Quartos, sendo um suíte máster com closet e hidro, uma semi-suíte, com móveis instalados, cozinha planejada, dependência completa, com depósito, área gourmet, varanda lateral, sala enorme 47 m², garagem para 4 carros, energia solar (650 w), toda no porcelanato, com ar condicionados, acabamento Deca.  4 banheiros  Próxima ao lago.  Área de lazer completa e equipada  Valor do imóvel R$ 890.000,00 Taxa de condomínio R$ 500,00  Pronta para financiar.   Temos Imóveis Novos e Usados em todos os bairros.  Entre em contato   FRAGATA IMOBILIÁRIA - CRECI 275 J . . . Terraços, Aquamarine, Smart, Atalaia, Pérolas, Zenith, Ocean Residence, Concept Tower, Atlantic Tower , Infinity, Horizonte, Serra Graciosa, Mirante, Vista do Atlântico, El Viso, Blue Mare, Verde Mare, Le Monde, Parque Arena, Rota do Sol, Maria Rezende, São Lourenço, Melício Machado, Fragata, Caminho dos ventos, Eduardo Fonseca, Ravines, Kenoa, Guilhermino Rezende, Reserva Aruanã, Alamedas do Sol, Costa Marina, Maikai, Thai, Damha, Atlantic Blue, Morada do rio, Aimoré, Gran Farol, Rebecca Milsten, Mar de Aruana, Porto Atlântico, Palmville, Ariovaldo Souza, Mauí, San Diego, Malui, Morada do Rio, Costa Paradiso. Via Farol, Luzes do Farol, Vitta, Altos do Farol, Elegance, Clube do Parque, Golden Gate, Portal do Farol, Felicitá Farol, Arte Viva, Belas Artes, Aquarela, Vila Maestria, Life Universitá, Vista Beira Mar, Hyde Park, Aloísio Campos, Aliete Vieira, Angra dos Reis, Monticello, Vivace, Grand Belize, Vilagio de Venezia, Illuminare, Farol Residence. Luzia, Alameda Gardem, Jardins, Supremo Jardins, Repleto, Elevato, Absoluto, Easy luzia, Spazio Acqua, Pérolas, Virtuosi, Lazuli, Ecovile, Ecoville, Encantos Mineiros, Padre Arnobio, Alta Vista, Porto das Águas, Moradas Adriático, Soberano, Triumph, Morada das Mangueiras, Solar do Ventos, Recanto dos Guarás, Parque das Violetas, José Nilton Machado, Suíssa, alphaville, Alameda Verdejar, Terras Brasilis, Pacifico Norte, Costa Dourada, Living Residence, Renaissance, Front Garden, Solar das Árvores, Piazza Bella, Avant Life, Campos Dourados, Singulare, Vita Plaza, Versatto, Gentil Barbosa, Ouro Negro, Ouro Verde, Garden Tower, Jardim de Londres, Mansão Roberto Constâncio Vieira, Le Provence, Prime Jardim Europa, 13 de Julho, Dubai, Jardins da França, Terraços Tramandaí, Florata, Costa Brava, Fontana Di Trevi, Garcia, Classique, Unique, Premiere, Living, Grand Park, Monet, Tivoli, Golden Tower, Metropolitan, Parque Bello, Buena Vista, Vale do Luar, Margarida Diniz, Mansão Terrazzo Verdetto, Portal do Garcia, Bourgogne,Vizcaya, Giardino, club Jardins. Life Jabotianal, Alpha Park, Encantos do Bosque, Vivendas, Canto Belo, Villa dos Mares, Verde Vida, Prestige, Bossa Nova, Regent Garden, Tropical Village, Parque das Serras, Mont Serrat, Parque Nascente, Recanto da Nature;346;3;3;4;890007;500;0;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-aruana-aracaju-se-346m2-id-2644750761/;Aruana; Aracaju
Avenida Dulce Diniz;[ FRAGATA IMOBILIÁRIA 15 07 2023 ]  CONDOMÍNIO SUPREMO JARDINS - na antiga Estrada da Luzia  VENDE-SE OU TROCA-SE por casa no Luzia  Apartamento com 79 m², com 3 Quartos, sendo duas suítes, sala em L com varanda conjugada, cozinha , área de serviço, três banheiros, duas vagas de garagens soltas, um depósito privativo,   13º andar  Ficam os armários de cozinha e banheiros  Condomínio com portaria 24 horas, salão de festas, piscina, quadra poliesportiva, playground, salão de jogos, espaço gourmet e estacionamento para visitantes.  Valor do imóvel R$ 440.000 Taxa de condomínio R$ 507,00  ACEITA FINANCIAMENTO  Temos Imóveis Novos e Usados em todos os bairros.  Entre em contato   FRAGATA IMOBILIÁRIA - CRECI 275 J  Terraços, Aquamarine, Smart, Atalaia, Pérolas, Zenith, Ocean Residence, Concept Tower, Atlantic Tower , Infinity, Horizonte, Serra Graciosa, Mirante, Vista do Atlântico, El Viso, Blue Mare, Verde Mare, Le Monde, Parque Arena, Rota do Sol, Maria Rezende, São Lourenço, Melício Machado, Fragata, Caminho dos ventos, Eduardo Fonseca, Ravines, Kenoa, Guilhermino Rezende, Reserva Aruanã, Alamedas do Sol, Costa Marina, Maikai, Thai, Damha, Atlantic Blue, Morada do rio, Aimoré, Gran Farol, Rebecca Milsten, Mar de Aruana, Porto Atlântico, Palmville, Ariovaldo Souza, Mauí, San Diego, Malui, Morada do Rio, Costa Paradiso. Via Farol, Luzes do Farol, Vitta, Altos do Farol, Elegance, Clube do Parque, Golden Gate, Portal do Farol, Felicitá Farol, Arte Viva, Belas Artes, Aquarela, Vila Maestria, Life Universitá, Vista Beira Mar, Hyde Park, Aloísio Campos, Aliete Vieira, Angra dos Reis, Monticello, Vivace, Grand Belize, Vilagio de Venezia, Illuminare, Farol Residence. Luzia, Alameda Gardem, Jardins, Supremo Jardins, Repleto, Elevato, Absoluto, Easy luzia, Spazio Acqua, Pérolas, Virtuosi, Lazuli, Ecovile, Ecoville, Encantos Mineiros, Padre Arnobio, Alta Vista, Porto das Águas, Moradas Adriático, Soberano, Triumph, Morada das Mangueiras, Solar do Ventos, Recanto dos Guarás, Parque das Violetas, José Nilton Machado, Suíssa, alphaville, Alameda Verdejar, Terras Brasilis, Pacifico Norte, Costa Dourada, Living Residence, Renaissance, Front Garden, Solar das Árvores, Piazza Bella, Avant Life, Campos Dourados, Singulare, Vita Plaza, Versatto, Gentil Barbosa, Ouro Negro, Ouro Verde, Garden Tower, Jardim de Londres, Mansão Roberto Constâncio Vieira, Le Provence, Prime Jardim Europa, 13 de Julho, Dubai, Jardins da França, Terraços Tramandaí, Florata, Costa Brava, Fontana Di Trevi, Garcia, Classique, Unique, Premiere, Living, Grand Park, Monet, Tivoli, Golden Tower, Metropolitan, Parque Bello, Buena Vista, Vale do Luar, Margarida Diniz, Mansão Terrazzo Verdetto, Portal do Garcia, Bourgogne,Vizcaya, Giardino, club Jardins. Life Jabotianal, Alpha Park, Encantos do Bosque, Vivendas, Canto Belo, Villa dos Mares, Verde Vida, Prestige, Bossa Nova, Regent Garden, Tropical Village, Parque das Serras, Mont Serrat, Parque Nascente, Recanto da Nat;79;3;3;2;440001;507;0;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-luzia-aracaju-se-79m2-id-2644748895/;Luzia; Aracaju
Rua Professor Damião Teles de Menezes;Mah  Condomínio Life Universitá   Detalhes:   Apartamento com 72 m2  na melhor posição com ventilação e vista espetacular.  São 3/4 sendo um suíte, sala ampla em dois ambientes, varanda com vista livre, banheiro social, cozinha americana, área de serviço, 02 vagas de garagens.  Imóvel reformado com piso em porcelanato, rebaixamento do teto em gesso, iluminação projetada, rodapé em mármore, móveis modulados na cozinha e banheiro. Cooktop, forno, aquecedor à gás para os chuveiros, sistema de ar split já instalados.  Condomínio com área de lazer completa.  Ligue e agende sua visita ou fale no chat !   Estou no aguardo :);72;3;2;2;390000;369;0;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jabotiana-aracaju-se-72m2-id-2644808997/;Jabotiana; Aracaju
Praça Antônio Teixeira;Mah   Condomínio Parque das Serras   Detalhes:  Com 86m2  3/4 sendo uma suíte  1 Wc social  Varanda com frente leste, sombra total  1 vaga de garagem coberta  Área de lazer completa!   Localizado no bairro Farolândia  Atrás do Mercantil Rodrigues   Ligue e agende sua visita ou fale no Chat Estou no teu aguardo. :);86;3;2;1;330000;350;0;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jabotiana-aracaju-se-86m2-id-2644810273/;Jabotiana; Aracaju
Rua Niteroi;"<b>Linda área privativa no coração do bairro, com elevador!!</b>   - Prédio pequeno e revestido;   - Recem inaugurado;   - Com acessibilidade e total privacidade;   - 600 metros da Contorno, Unimed e praça Floriano Peixoto;   - 01 vaga de garagem.   <b>Apartamento:</b>   - 02 quartos, sendo 01 com suíte e vista para rua;   - Piso em porcelanato, com pequena área privativa;   - Sala conjugada com cozinha, acesso a área privativa;   - Elevador;   - Prédio revestido;   - Garagem: 01 vaga de garagem.   <b><i>Os valores de venda e dos encargos (IPTU/condomínio etc.) exibidos poderão sofrer mudanças e aumentos sem prévio aviso. </i></b>   <b><i>Por esse motivo os valores deverão ser confirmados no nosso setor comercial e os encargos no prédio/condomínio e IPTU na Prefeitura.</i></b>   ";65;2;2;1;390000;250;0;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-santa-efigenia-belo-horizonte-mg-65m2-id-2588008281/;Santa Efigênia; Belo Horizonte
Não informado;Venha conhecer este fantástico Duplex (cobertura), com uma das vista mais linda da região de Caraguatatuba, saída para areia, com toda infraestrutura de condomínio fechado, com máximo de conforto e tranquilidade que sua família necessita.  Localizado privilegiada, com comércio variado na região, próximo à padaria, pizzaria, restaurantes, hotéis. Apartamento todo mobiliado com qualidade de madeiramentos e planejados. Condomínio com área de lazer tendo piscina adulto e infantil, playground, churrasqueira, salão de jogos, academia, wi-fi em toda área comum. Está gostando das informações??? Marque uma visita e venha se surpreender!!! Vamos conversar???  ;133;3;4;1;1100000;825;212;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-prainha-caraguatatuba-sp-133m2-id-2554094313/;Prainha; Caraguatatuba
Não informado;Maravilhoso apartamento à venda, no Jardim do Trevo. Recém repaginado, aceita pet, piso em porcelanato,sanca e iluminação toda em led, rico em armários planejados, ventiladores de teto, cozinha e lavanderia completa com armários, lavabo, janelas anti-ruido novas, apenas 1 torre, 2 elevadores novos, vaga de garagem coberta. Portaria 24 horas, salão de festa. Edifício fica ao lado da Avenida Prestes Maia a 3 min do centro, rodovia Anhanguera e Santos Dumont, próximo a bancos e comércios. Documentação ok para FGTS e financiamento.   A Pleno Imóveis está há mais de 15 anos no ramo imobiliário. Contamos com equipes especializadas, dando todo suporte em locação, venda, financiamento, apoio jurídico, arquitetura. Além disso, somos especialistas em Permutas e buscar a melhor negociação e ajudá-los a realizar seu sonho.  Agende sua visita com um dos nossos corretores! Pleno Imóveis.;82;3;1;1;414000;482;950;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-jardim-do-trevo-campinas-sp-82m2-id-2644894700/;Jardim do Trevo; Campinas
Não informado;Imóvel tipo cobertura com excelente localização, ao lado Shopping Iguatemi e fácil acesso a Rodovia Dom Pedro. Apartamento duplex, com fino acabamento, ambientes amplos e arejados, incluindo 4 suítes confortáveis sendo todas com closet e uma sala de TV íntima. A entrada do apartamento possui ampla sala, com pé direito duplo, integrado a varanda gourmet com churrasqueira, lindo lavabo e cozinha com despensa e área de serviço. Varanda toda fechada em vidro, ar-condicionado em todos os ambientes. Um dos condomínios mais completos de área de lazer de Campinas.  A Pleno Imóveis está há mais de 15 anos no ramo imobiliário. Contamos com equipes especializadas, dando todo suporte em locação, venda, financiamento, apoio jurídico, arquitetura. Além disso, somos especialistas em permutas e buscar a melhor negociação e ajudá-los a realizar seu sonho.  Agende a sua visita com um dos nossos corretores - Pleno Imóveis!;208;4;1;4;2200000;2180;441;https://www.zapimoveis.com.br/imovel/venda-cobertura-4-quartos-com-piscina-vila-brandina-campinas-sp-208m2-id-2644888896/;Vila Brandina; Campinas
Não informado;Possui 2 quartos, sala para 2 ambientes com sacada, cozinha americana e 1 vaga coberta. Armários planejados e box Blindex. Condomínio com portaria 24h, playground, quadra poliesportiva, salão de festas e área de churrasqueira. Ótima localização, na avenida do Shopping Prado, próximo à Av. Baden Powell e ao Parque das Águas, com comércio variado. Fácil acesso ao Centro e Rodovia Anhanguera.  A Pleno Imóveis está há mais de 15 anos no ramo imobiliário. Contamos com equipes especializadas, dando todo suporte em locação, venda, financiamento, apoio jurídico, arquitetura. Além disso, somos especialistas em permutas e buscar a melhor negociação e ajudá-los a realizar seu sonho.  Agende a sua visita com um dos nossos corretores - Pleno Imóveis!;45;2;1;1;250000;315;89;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-varanda-vila-marieta-campinas-sp-45m2-id-2644891100/;Vila Marieta; Campinas
