;Localização;Endereço;Descrição;Tamanho;Quartos;Banheiros;Vagas Garagem;Valores;Links
406;Pinheiros, São Paulo;Rua João Moura;"Apartamento Claríssimo, todo reformado com acabamentos de primeira qualidade, living amplo com um belo terraço com uma espetacular vista para área verde e livre com uma cozinha linda planejada moderna acoplada com a sala, lavabo, 3 dormitórios sendo uma suíte ampla com terraço vista livre, todos dormitórios repletos de armários novos, janelas antirruído, ar condicionados nos cômodos, lavanderia com banheiro.

3 vagas demarcadas e depósito.";125 m²;3;4;3;R$ 1.740.000 Cond.  R$ 2.500 | IPTU R$ 1.016;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-jardim-pinheiros-zona-oeste-sao-paulo-sp-125m2-id-2613416155/
407;São Braz, Curitiba;Rua Hermenegildo Luca;"PAVIMENTO TÉRREO: hall de entrada, amplas salas de estar com mezanino (pé direito duplo) e sala jantar, lavabo, despensa, cozinha gourmet (c/ churrasqueira), área de serviço, depósito. Garagem: vagas cobertas (2 carros).

SEGUNDO PAVIMENTO: mezanino, 4 suítes sendo 1 suíte máster com closet + banheiro com cuba e chuveiro duplo + banheira imersão.

TERCEIRO PAVIMENTO: ampla sala podendo ser: home theater ou espaço zen ou cozinha (tem espera de esgoto e encanamento), terraço descoberto com spa e banheiro social.

 

Fase da obra: em construção. Previsão de finalização: Dezembro/2023.";369 m²;4;5;4;R$ 4.880.000 Cond.  R$ 650 | IPTU R$ 120;https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-sao-braz-curitiba-pr-369m2-id-2636976272/
408;Vila Nova Conceição, São Paulo;Rua Bueno Brandão;"Apartamento de 102 m2 na Vila Nova Conceição , com 3 dormitórios , sendo uma suíte , ampla sala com terraço , cozinha com área de serviços e dependências de funcionário , duas vagas de garagem.
Condomínio próximo ao Parque do Ibirapuera , oferece playground , piscina , academia , salões de festas e jogos.";102 m²;3;3;2;R$ 2.010.000 Cond.  R$ 1.730 | IPTU R$ 524;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vila-nova-conceicao-zona-sul-sao-paulo-sp-102m2-id-2645331868/
409;Distrito Empresarial Prefeito Luiz Roberto Jábali, Ribeirão Preto;Rua Raphael Andreolli;"2 galpões para indústria são mais de 3 mil metros quadrados cada.

Você está em busca de um galpão que atenda a todas as necessidades do seu negócio? Apresentamos a você uma oportunidade única no Distrito Empresarial Prefeito Luiz Roberto Jábali, localizado em Ribeirão Preto.

Imagine um galpão já com balança eletrônica para suportar até 60 toneladas, equipamento de última geração. Essa é apenas uma das características que tornam esse espaço uma opção excepcional para o seu negócio. Além disso, o pé direito de 11 metros oferece segurança para o dia a dia, permitindo o manuseio e armazenamento eficiente de mercadorias e equipamentos.

O galpão possui 6 salas espaçosas, cada uma com 1 banheiro privativo e 25 m², oferecendo espaço suficiente para acomodar suas equipes. 4 escritórios adicionais em pisos superiores do prédio, criando um ambiente de trabalho completo e funcional.

Um dos principais destaques desse galpão é sua localização privilegiada no Distrito Empresarial, Ribeirão Preto. Esse distrito empresarial é conhecido por sua infraestrutura moderna e eficiente, projetada para atender às demandas das industrias. Aqui estão alguns benefícios de estar localizado nesse distrito:

1. Ponto Estratégico: O Distrito Empresarial Prefeito Luiz Roberto Jábali está situado em uma região estratégica, com fácil acesso a rodovias e vias principais. Isso permite uma logística simplificada, facilitando a distribuição de produtos e a chegada de fornecedores.

2. Infraestrutura Avançada: O distrito empresarial oferece uma infraestrutura de alta qualidade, com redes de energia elétrica, comunicação e internet totalmente desenvolvidas. Isso garante uma conexão confiável e eficiente para suas operações diárias.

3. Segurança: A segurança é uma prioridade no Distrito Empresarial Prefeito Luiz Roberto Jábali. O local conta com medidas de segurança avançadas, incluindo monitoramento 24 horas e sistemas de controle de acesso, proporcionando um ambiente seguro para o seu negócio.

4. Facilidades e Serviços Próximos: Ao escolher esse galpão, você estará cercado por uma ampla gama de facilidades e serviços essenciais para o sucesso do seu negócio. Desde restaurantes e cafeterias até agências bancárias e centros comerciais, tudo está ao seu alcance, garantindo praticidade e conveniência para seus funcionários e clientes.

Se você está procurando o galpão perfeito para o seu negócio, não perca essa oportunidade no Distrito Empresarial Prefeito Luiz Roberto Jábali, em Ribeirão Preto. Com uma estrutura robusta, características únicas e uma localização estratégica, este galpão oferece tudo o que você precisa para impulsionar o sucesso do seu empreendimento. Não espere mais!

Agende uma visita hoje mesmo e dê o próximo passo em direção ao sucesso empresarial.

Mais informações e visitas 16 9.

#oportunidade #qualidade #agro #industriais #industria #venda #pesados";2800 m²;0;0;0;R$ 10.000.000 Cond.  R$ 0 | IPTU R$ 10.000;https://www.zapimoveis.com.br/imovel/venda-galpao-deposito-armazem-distrito-empresarial-prefeito-luiz-roberto-jabali-ribeirao-preto-sp-2800m2-id-2645335263/
410;Jardim Fonte do Morumbi, São Paulo;Rua Diego de Castilho;"O condomínio On Panamby foi construído em 2014 (há 8 anos) e está localizado em Rua Diego de Castilho no bairro Vila Andrade

Apartamento para Venda em região valorizada do bairro Vila Andrade, em São Paulo. Não encontrou o que procurava ou deseja mais informações sobre Apartamento em São Paulo? Entre em contato com nossa equipe.

A Batista & Nero Imoveis tem mais opções de apartamentos, casas residenciais e comerciais, sobrados, terrenos, lojas e barracões para venda ou locação, além de empreendimentos em construção ou lançamentos na planta em Vila Andrade e em outras regiões de São Paulo. Aqui você encontra milhares de ofertas para encontrar o imóvel que mais combina com seu estilo de vida.

Negocie seu imóvel de forma totalmente online, com segurança e tranquilidade. Na Batista & Nero Imoveis você consegue comprar ou alugar um imóvel em São Paulo mesmo não estando na cidade e com a praticidade de fazer tudo online, direto do seu computador ou smartphone. Nós criamos soluções inovadoras para simplificar a relação de proprietários, inquilinos e compradores com o mercado imobiliário.

Anuncie seu imóvel! É fácil, rápido e gratuito! A Batista & Nero Imoveis é uma imobiliária digital com imóveis em diversas cidades do Brasil, incluindo São Paulo.

Na Batista & Nero Imoveis você consegue vender ou alugar seu imóvel muito mais rápido do que em imobiliárias tradicionais. Já vendemos e locamos diversos imóveis em São Paulo, especialmente em Vila Andrade. Isso porque temos uma equipe de marketing digital focada em produzir campanhas específicas para São Paulo, o que aumenta muito o número de contatos interessados e tendo como consequência uma maior chance de vender ou alugar seu imóvel mais rápido. Contamos também com um time de programadores, corretores treinados e uma central de atendimento preparada para atender proprietários e inquilinos.

Morumbi é considerado sinônimo de imóveis de alto padrão. No entanto, o bairro é conhecido por oferecer diversificação e um excelente custo-benefício, principalmente, quando o comparamos a outras regiões igualmente nobres de São Paulo.

A Batista & Nero é uma empresa de mediação imobiliária que atua no mercado imobiliário, na intermediação de venda ou locação de imóveis, tais como, casas e apartamentos, salas e escritórios, bem como proceder a administração de imóveis locados. Fundada pelos corretores Marcio Nero e Renato Batista. Respeito e confiança pelos clientes, proprietários e amigos!

Batista & Nero Unidade Vila Suzana
Rua Doutor Laerte Setúbal, 625 - Vila Suzana - São Paulo/SP
Renato Batista 
Marcio Nero";77 m²;2;2;2;R$ 799.000 Cond.  R$ 1.150 | IPTU R$ 362;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-jardim-fonte-do-morumbi-zona-sul-sao-paulo-sp-77m2-id-2645312577/
411;Vila Leopoldina, São Paulo;Rua Nanuque;"Amplo Sobrado ( Residencial ou Comercial ) com terreno em declive 5,00 x 65,00 - Área Construída 181m² - 2 Vagas - 3 Residências independentes - Amplo quintal.

Ótima localização: Região de Zoneamento Misto - Bairro muito bem estruturado, com Comércio em geral e Condução fácil - 1 Quadra da Rua Schilling, corredor comercial com várias linhas de Ônibus, vários Bancos, Farmácias, Lojas, Boas Padarias, Restaurantes, Bares, Lotéricas, etc... . Acesso fácil às Marginais - Rodovias Anhanguera, Castelo Branco e Bandeirantes - Centro - Pinheiros... .

Piso Térreo: Sala - Cozinha - Quintal - Á.S. - WC - Garagem. Corredor lateral para os fundos.
Piso Superior: 2 Dormitórios - Banheiro.

Piso Subsolo: Sala - Dormitório - Banheiro - Cozinha - Á.S. ( com acesso por dentro ou por fora ).
Fundos Quintal: Sala - Cozinha - Banheiro - 2 Dormitórios - Á.S.";181 m²;5;4;2;R$ 1.800.000 Cond.  R$ 0 | IPTU R$ 668;https://www.zapimoveis.com.br/imovel/venda-sobrados-5-quartos-com-armario-embutido-vila-leopoldina-zona-oeste-sao-paulo-sp-181m2-id-2645312699/
412;Perdizes, São Paulo;Rua Tucuna;Ótimo Apartamento - 13° andar / Piso Sala Assoalho / Piso dormitório Tacão Madeira / Todo c/ Armários / Aquecedor a Gás / Boa localização ( 2 Quadras da Av. Pompéia - Comércio em Geral - Condução fácil ). Obs.: Piso Reformado NOVO - Condomínio com Gerador de Energia. Lazer: Piscinas / Quadra / Salão de Festas / Churrasqueira / Sala de Ginastica.;105 m²;3;3;2;R$ 1.050.000 Cond.  R$ 1.542 | IPTU R$ 382;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-varanda-perdizes-zona-oeste-sao-paulo-sp-105m2-id-2645313962/
413;Jardim Celeste, Jundiaí;Avenida Nicola Accieri;"Lindo Sobrado de 145m², todo em porcelanato e granito, está localizado no condomínio Reserva da Mata, com fácil acesso as principais rodovias e apenas 15 minutos do centro da cidade.

3 Dormitórios, sendo 03 suítes 

Lavabo

 Ampla sala para 02 ambientes

 Cozinha 

 Lavanderia 

Área gourmet com churrasqueira

 2 vagas de garagem cobertas

Diferenciais: Infraestrutura para ar condicionado nas 3 suítes, preparação para aquecimento solar, cozinha com balcão, cooktop e tubulação para exaustor. Fechadura digital na porta de entrada.";145 m²;3;4;2;R$ 1.225.000 Cond.  R$ 485 | IPTU R$ 100;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-piscina-jardim-celeste-jundiai-sp-145m2-id-2645311105/
414;Vila Romana, São Paulo;Rua Fábia;"Ótimo apartamento - 172 m² - 3 Suites - Suite Master com Hidro, Closet e Varanda - Varanda Gourmet Envidraçada - 3 Vagas. 

 Condomínio Club - Lanchonete - Segurança Interna e Externa - Guarita Blindada - Gerador de Energia - Depósito privativo na garagem. 

 Ótima localização: Condução fácil e Comércio em geral. Várias linhas de Ônibus - Próximo Futuro Metrô Pompéia - Estação Lapa Trem CPTM - Fácil acesso às Marginais - Estação Barra funda do Metrô - Allinaz Park - Sesc Pompéia - Shopping Bourbon - Restaurantes - Lanchonetes - Bares - Boas Padarias - Marcado Municipal da Lapa - Supermercados - Farmácias - Lotéricas - Pets - Clinicas - Hospitais - Correios - etc.. 

 Ampla Sala para 3 Ambientes ( Jantar - Estar - TV ) - Varanda Gourmet Envidraçada - Lavabo - Todo com armários - Suite Casal com Closet, Hidro e Varanda - Armários no corredor dos dormitórios - Boa Cozinha - Dependência completa de empregada. Lazer Completo - Condomínio Club.

 Não perca tempo e agende já a sua visita.";172 m²;3;5;3;R$ 2.400.000 Cond.  R$ 1.800 | IPTU R$ 1.100;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vila-romana-zona-oeste-sao-paulo-sp-172m2-id-2645311786/
415;Vila Andrade, São Paulo;Rua Cidade de Rio Pardo;Condomínio Fotografia, com 138,5M2 de área privativa, 2 vagas de garagem. Imóvel escriturado sem pendência nenhuma.Ele conta com 5 aparelhos de ar condicionado marca Daikin, todos os cômodos completos em armários planejados, cozinha equipada com linha Brastemp Gourmand, piso de madeira em salas e quartos, porcelanato nas demais áreas, persianas elétricas, varanda envidraçada e demais benfeitorias.;138 m²;3;5;2;R$ 1.250.000 Cond.  R$ 1.200 | IPTU R$ 120;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vila-andrade-zona-sul-sao-paulo-sp-138m2-id-2645311773/
416;Jardim Vazani, São Paulo;Rua Doutor Luiz Migliano;"O Condomínio California Gardens é bem equipado com diversas instalações, apropriado para quem busca lazer sem sair de casa e fica localizado em Rua Dr. Luiz Migliano no bairro Jardim Vazani em São Paulo. É bem localizado, próximo a pontos de interesse de Jardim Vazani, tais como Uninove Polo EAD Morumbi, Praça Miguel Torga, Lar Jesus Maria e José (CCA), Colégio Anglo Morumbi, Vargas Colégio de Educação Infantil e EMEI Antônio Carlos Pacheco.

Apartamento para Venda em região valorizada do bairro Vila Andrade, em São Paulo. Não encontrou o que procurava ou deseja mais informações sobre Apartamento em São Paulo? Entre em contato com nossa equipe.

A Batista & Nero Imoveis tem mais opções de apartamentos, casas residenciais e comerciais, sobrados, terrenos, lojas e barracões para venda ou locação, além de empreendimentos em construção ou lançamentos na planta em Vila Andrade e em outras regiões de São Paulo. Aqui você encontra milhares de ofertas para encontrar o imóvel que mais combina com seu estilo de vida.

Negocie seu imóvel de forma totalmente online, com segurança e tranquilidade. Na Batista & Nero Imoveis você consegue comprar ou alugar um imóvel em São Paulo mesmo não estando na cidade e com a praticidade de fazer tudo online, direto do seu computador ou smartphone. Nós criamos soluções inovadoras para simplificar a relação de proprietários, inquilinos e compradores com o mercado imobiliário.

Anuncie seu imóvel! É fácil, rápido e gratuito! A Batista & Nero Imoveis é uma imobiliária digital com imóveis em diversas cidades do Brasil, incluindo São Paulo.

Na Batista & Nero Imoveis você consegue vender ou alugar seu imóvel muito mais rápido do que em imobiliárias tradicionais. Já vendemos e locamos diversos imóveis em São Paulo, especialmente em Vila Andrade. Isso porque temos uma equipe de marketing digital focada em produzir campanhas específicas para São Paulo, o que aumenta muito o número de contatos interessados e tendo como consequência uma maior chance de vender ou alugar seu imóvel mais rápido. Contamos também com um time de programadores, corretores treinados e uma central de atendimento preparada para atender proprietários e inquilinos.

Morumbi é considerado sinônimo de imóveis de alto padrão. No entanto, o bairro é conhecido por oferecer diversificação e um excelente custo-benefício, principalmente, quando o comparamos a outras regiões igualmente nobres de São Paulo.

A Batista & Nero é uma empresa de mediação imobiliária que atua no mercado imobiliário, na intermediação de venda ou locação de imóveis, tais como, casas e apartamentos, salas e escritórios, bem como proceder a administração de imóveis locados. Fundada pelos corretores Marcio Nero e Renato Batista. Respeito e confiança pelos clientes, proprietários e amigos!

Batista & Nero Unidade Vila Suzana
Rua Doutor Laerte Setúbal, 625 - Vila Suzana - São Paulo/SP
Renato Batista 
Marcio Nero";65 m²;3;1;1;R$ 430.000 Cond.  R$ 585 | IPTU R$ 50;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-jardim-vazani-zona-oeste-sao-paulo-sp-65m2-id-2645309799/
417;Vila Andrade, São Paulo;Rua Itamatai;O Condomínio Jardin Du Parc é bem equipado com diversas instalações, apropriado para quem busca lazer sem sair de casa e fica localizado em Rua Itamataí no bairro Panamby em São Paulo. É próximo a pontos de interesse de Panamby, tais como Shopping Jardim Sul, Colégio Visconde de Porto Seguro e Colégio Pentágono Unidade Morumbi.;98 m²;3;3;2;R$ 680.000 Cond.  R$ 1.050 | IPTU R$ 266;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vila-andrade-zona-sul-sao-paulo-sp-98m2-id-2645310389/
418;Centro, São Paulo;Rua Álvaro de Carvalho;"Lindo e Moderno Studio Duplex ( Cobertura ) - MOBILIADO - Novo pronto para morar - 81m² - 1 Vaga ( fixa e livre ) - Piso Inferior: Dormitório e Banheiro Completos com Armários de 1ª linha - Varanda envidraçada estendida - Escritório - Ar Condicionado - Cozinha completa com Eletrodomésticos e Armários tudo de 1ª linha. Piso Superior: 2 Salas, sendo 1 de TV no terraço envidraçado - Todo com móveis de 1ª linha - Ar Condicionado - Banheiro completo. Depósito privativo na Garagem. Possível fazer outro Dormitório no piso superior.

Obs.: Condomínio Moderno com Gerador de Energia - Mini Mercado - Lavanderia coletiva. O valor anunciado do Condomínio está sem os Consumos de água e gás.

Lazer: Piscina - Academia - Salão Gourmet - Bicicletário - Terraço na Cobertura. 

Ótima localização: Condução fácil - 100 m Metro Anhangabaú - Várias linhas de Ônibus - Rua Augusta - Rua da Consolação - Av. 9 de Julho - Escolas - Faculdades ( Mackensie - FMU ). Comércio em geral: Boas Padarias - Bares - Lanchonetes - Clinicas - Pets - Hospitais - Farmácias - Mercados - Cinemas - Teatros - etc..";81 m²;1;2;1;R$ 1.299.990 Cond.  R$ 748 | IPTU R$ 292;https://www.zapimoveis.com.br/imovel/venda-studio-1-quarto-mobiliado-bela-vista-centro-sao-paulo-sp-81m2-id-2645313466/
